username,followers,following,public_repos,public_gists,account_age_days,bio,label,burst_score,posting_regularity_score,time_of_day_entropy,active_hours_count,follow_velocity,duplicate_content_ratio,sentiment_variance,profile_completeness_score,mutual_follower_ratio
fit_jessica,48.0,11.0,2.0,1.0,5000.0,Blogger | Lifestyle & wellness,0,0.035,0.46,0.936,14.0,1.69,0.019,0.2585,0.849,0.2232
zz_promo_zz,0.0,459.0,1.0,0.0,48.0,NFT investor | crypto tips,1,0.912,0.943,0.232,3.0,247.94,0.875,0.0931,0.212,0.0402
insta_boost_247,5.0,652.0,0.0,0.0,49.0,official giveaway account,1,0.898,0.974,0.253,4.0,237.68,0.712,0.0169,0.109,0.0112
ava_dances,110.64454504553291,0.0,29.995583508299458,4.926460557837089,2969.896905376674,Wildlife photographer based in Kenya,0,0.1341542014182365,0.48464715659886454,0.881918290450609,17.697460417919412,0.0,0.1683705472549353,0.33692631458425537,0.7869809728874153,0.3743117628157382
emma.j,71.0,19.0,23.0,14.0,4335.0,Architect | sustainable design,0,0.022,0.163,0.808,8.0,3.52,0.095,0.3269,0.863,0.3539
get_rich_88,0.0,2362.0,0.0,0.0,7.0,,1,0.766,0.936,0.354,2.0,115.04,0.862,0.0804,0.016,0.0143
free_follower_bot,8.0,1498.0,0.0,0.0,11.0,earn $500/day 👇,1,0.752,0.943,0.316,2.0,55.79,0.852,0.0482,0.157,0.0255
noah_films,133.78274190450952,55.56024937236635,6.575497962343868,6.384765335486382,3183.5905334491454,Musician. Coffee addict.,0,0.10179044708944246,0.37950379452965627,0.8464650903440888,12.73262929041098,3.3336124355924905,0.166613308990255,0.48140323754209674,0.8959171916704668,0.3819311514023483
emma.j,0.0,0.0,4.7193478426263,21.816507084981957,3745.8389357423102,UX designer @Meta,0,0.13622795007645366,0.37079837665296045,0.8381380812894024,8.270449134879772,0.0,0.08227104585924848,0.6555186469692224,0.8089883496630176,0.21205983609513085
crypto_king_9999,4.0,1748.0,1.0,0.0,56.0,,1,0.885,0.873,0.308,3.0,114.99,0.945,0.0625,0.156,0.0383
real_human_01234,10.0,2392.0,2.0,0.0,39.0,📈 passive income daily,1,0.897,0.908,0.391,1.0,93.25,0.863,0.0162,0.081,0.0118
airdrop_winner99,9.0,707.0,1.0,0.0,43.0,promo available 📩,1,0.883,0.97,0.237,2.0,201.28,0.859,0.0715,0.149,0.0006
free_follower_bot,1.0,909.0,1.0,0.0,31.0,,1,0.791,0.921,0.205,1.0,200.21,0.799,0.0116,0.139,0.0157
alex_travel,88.0,63.0,28.0,29.0,3838.0,Marketing professional | keynote speaker,0,0.075,0.11,0.858,11.0,3.259,0.151,0.588,0.765,0.4797
q7w8e9r0t1y2,6.0,1286.0,0.0,0.0,19.0,FREE BTC airdrop → link in bio,1,0.891,0.914,0.308,1.0,215.41,0.739,0.0289,0.163,0.0362
ava_dances,163.0,21.0,3.0,9.0,1633.0,fitness coach 💪 DM for training plans,0,0.148,0.305,0.896,9.0,1.664,0.154,0.4769,0.682,0.5019
ethan_games,27.0,105.0,11.0,21.0,1154.0,Chef | Recipe creator,0,0.054,0.445,0.984,8.0,3.671,0.09,0.4869,0.654,0.2552
free_follower_bot,5.0,2274.0,2.0,0.0,26.0,official giveaway account,1,0.865,0.858,0.396,2.0,58.86,0.792,0.0486,0.197,0.0136
ethan_games,711.0,26.0,45.0,2.0,3008.0,Podcaster | interviewing founders,0,0.007,0.257,0.69,13.0,1.245,0.161,0.3333,0.643,0.529
chris_builds,21.890233674334567,200.77887949298213,62.6329111384663,6.713428760928565,936.740791846766,software engineer @ Google,0,0.096978567559235,0.412248077869597,0.8523440452120339,14.002661501495625,0.0,0.03339256831372069,0.444478253752773,0.8346635878859877,0.4145335416710307
grace_beauty,201.0,27.0,30.0,10.0,932.0,Musician. Coffee addict.,0,0.131,0.239,0.956,15.0,3.297,0.184,0.3757,0.861,0.1728
daniel_f,2.0,33.0,5.0,27.0,5000.0,Dance teacher | choreographer,0,0.063,0.378,0.908,11.0,3.366,0.104,0.4011,0.628,0.3759
real_human_01234,17.0,617.0,1.0,0.0,37.0,NFT investor | crypto tips,1,0.706,0.962,0.332,3.0,75.73,0.91,0.0165,0.27,0.0166
airdrop_winner99,18.0,1424.0,0.0,0.0,34.0,FREE gift cards click here,1,0.912,0.982,0.288,3.0,112.67,0.787,0.0609,0.167,0.0351
f4f_master_99,7.0,2656.0,2.0,0.0,54.0,airdrop $ETH daily,1,0.614,0.927,0.205,2.0,95.57,0.772,0.0394,0.041,0.0063
f4f_master_99,18.0,2231.0,0.0,0.0,10.0,,1,0.906,0.91,0.227,2.0,115.07,0.828,0.0405,0.1,0.0058
code_master,53.0,11.0,1.0,27.0,1657.0,Entrepreneur | Founder @startup,0,0.141,0.52,0.963,11.0,1.972,0.007,0.2389,0.92,0.1947
bot_account_7,3.0,693.0,0.0,0.0,21.0,follow for follow back,1,0.869,0.898,0.145,3.0,101.18,0.751,0.0653,0.296,0.0052
luke_designs,2.0,2.0,11.0,13.0,1097.0,Yoga instructor | wellness coach,0,0.047,0.442,0.685,18.0,3.652,0.119,0.3372,0.709,0.2224
zz_promo_zz,16.0,2819.0,1.0,0.0,49.0,,1,0.814,0.86,0.164,3.0,290.23,0.887,0.0791,0.253,0.02
james_hikes,1.0,28.0,13.0,25.0,433.0,Fashion designer | PR welcome,0,0.04,0.409,0.948,15.0,4.306,0.115,0.6933,0.627,0.3063
john_doe,34.0,31.0,8.0,19.0,5000.0,Entrepreneur | Founder @startup,0,0.054,0.397,0.823,9.0,1.156,0.025,0.5733,0.901,0.3725
alex_travel,617.0,37.0,49.0,3.0,365.0,Musician. Coffee addict.,0,0.118,0.193,0.65,13.0,2.575,0.187,0.4766,0.84,0.3967
mark_adventure,3.0,12.0,7.0,21.0,601.0,Dance teacher | choreographer,0,0.148,0.54,0.96,11.0,2.929,0.112,0.3659,0.686,0.4822
creative_dan,4.0,12.0,101.0,27.0,625.0,UX designer @Meta,0,0.139,0.184,0.93,11.0,4.647,0.181,0.6651,0.885,0.4687
ben_codes,6.0,14.0,37.0,28.0,2863.0,Dance teacher | choreographer,0,0.083,0.37,0.858,10.0,0.23,0.109,0.6809,0.781,0.5624
real_human_01234,14.0,2443.0,0.0,0.0,14.0,♻️ repost to win $1000,1,0.803,0.85,0.298,1.0,177.39,0.842,0.0558,0.173,0.0375
emma.j,65.0,15.0,28.0,10.0,2172.0,Dog lover | Hiking | Books,0,0.118,0.177,0.792,14.0,3.552,0.184,0.6366,0.695,0.3752
mark_adventure,28.0,15.0,21.0,19.0,1185.0,Podcaster | interviewing founders,0,0.111,0.502,0.988,12.0,1.378,0.006,0.4211,0.916,0.4138
chef_marco,243.0,8.0,64.0,23.0,3030.0,mom of 3 | foodie,0,0.036,0.273,0.953,10.0,2.721,0.162,0.3931,0.957,0.2398
lisa_writes,96.0,14.0,30.0,0.0,1119.0,Wildlife photographer based in Kenya,0,0.131,0.323,0.872,14.0,0.548,0.032,0.2194,0.933,0.3295
1234567890ab,19.784326750984242,2562.692966977113,0.1914487205142632,0.4351201713431419,0.0,crypto signals ✅ 99% win rate,1,0.7662001890213929,0.9504067882353872,0.3450702516778133,0.8278020409646407,250.9385816540022,0.9013752728069937,0.05687894815062802,0.012683272764525987,0.021784969449216752
bot291847362,10.0,2996.0,1.0,0.0,26.0,earn $500/day 👇,1,0.788,0.973,0.27,3.0,286.85,0.797,0.0481,0.149,0.0033
acc29471838,0.0,1525.450174154409,0.0,0.4851504099130717,0.0,investment advisor DM me,1,0.7152018380979982,0.8516171050303316,0.25596917744386005,1.6390216355334508,109.20597414316182,0.7165012894042273,0.08826321420693799,0.15965330182372975,0.019133921795229075
ben_codes,79.0,66.0,40.0,21.0,1263.0,Musician. Coffee addict.,0,0.092,0.237,0.789,12.0,3.443,0.007,0.2535,0.609,0.5584
get_rich_88,15.0,744.0,1.0,0.0,40.0,follow for follow back,1,0.67,0.911,0.335,4.0,286.27,0.902,0.0332,0.154,0.0157
luke_designs,909.0,10.0,8.0,26.0,974.0,software engineer @ Google,0,0.043,0.479,0.762,17.0,4.151,0.16,0.2718,0.772,0.4157
autoliker_pro,14.0,1150.0,1.0,0.0,34.0,NFT investor | crypto tips,1,0.782,0.934,0.259,1.0,195.59,0.957,0.0155,0.093,0.0252
a8f7d3k9p2,8.0,1408.0,2.0,0.0,40.0,DM me to grow your account fast,1,0.832,0.851,0.218,3.0,90.71,0.828,0.0157,0.055,0.0236
nina_art,799.0,8.0,13.0,6.0,3048.0,Chef | Recipe creator,0,0.112,0.145,0.867,15.0,3.86,0.082,0.474,0.772,0.4562
crypto_king_9999,8.0,1262.0,0.0,0.0,44.0,promo available 📩,1,0.654,0.93,0.39,4.0,96.9,0.911,0.0645,0.091,0.0414
tom_techie,8.0,9.0,3.0,9.0,608.0,Entrepreneur | Founder @startup,0,0.039,0.465,0.847,8.0,4.281,0.158,0.3184,0.776,0.4205
1234567890ab,5.0,2578.0,0.0,0.0,57.0,,1,0.9,0.933,0.129,3.0,221.97,0.766,0.0116,0.128,0.0103
acc29471838,9.0,2042.0,2.0,0.0,43.0,crypto signals ✅ 99% win rate,1,0.78,0.873,0.209,4.0,148.57,0.978,0.0573,0.016,0.0048
mike_2023,9.0,29.0,11.0,19.0,822.0,Blogger | Lifestyle & wellness,0,0.042,0.198,0.949,14.0,3.174,0.065,0.356,0.611,0.5846
daniel_f,246.0,33.0,1.0,22.0,5000.0,News journalist @NYT,0,0.002,0.381,0.973,9.0,0.637,0.102,0.5654,0.642,0.4624
zz_promo_zz,11.0,2544.0,0.0,0.0,1.0,FREE BTC airdrop → link in bio,1,0.84,0.918,0.298,3.0,146.64,0.764,0.0363,0.231,0.0314
olivia_draws,3.0,34.0,8.0,18.0,5000.0,mom of 3 | foodie,0,0.099,0.321,0.92,11.0,2.578,0.187,0.5882,0.747,0.1215
emma.j,83.2403830869481,58.34930298310711,19.778088888415084,28.84092054308464,2572.721868986527,Medical student | future doctor,0,0.10307786306704475,0.4083228724490841,0.8699391992619077,18.612787907726506,0.9905864640460474,0.11872896470235986,0.5908755867653136,0.9228789495548937,0.1476853281383492
ethan_games,49.0,35.0,8.0,11.0,1639.0,Environmental activist,0,0.138,0.157,0.709,16.0,4.9,0.03,0.4341,0.974,0.4743
get_rich_88,18.0,2848.0,0.0,0.0,59.0,Click link below 💰,1,0.891,0.964,0.329,4.0,295.1,0.945,0.0864,0.106,0.0129
rachel_reads,210.34436629799774,23.264154378339313,4.692624310933868,5.1327048375270286,1789.8518053724956,Entrepreneur | Founder @startup,0,0.027637433373422962,0.4828738539177221,0.7538425580780983,9.58912911389612,1.1774014852282035,0.1885670239083211,0.5001858243578658,0.8617550563406696,0.39146487145153797
chef_marco,182.0,58.0,9.0,20.0,365.0,Teacher & lifelong learner,1,0.133,0.412,0.934,11.0,1.719,0.105,0.325,0.63,0.3311
mia_cooks,8.0,10.0,24.0,10.0,5000.0,News journalist @NYT,0,0.003,0.388,0.79,8.0,3.715,0.181,0.4178,0.674,0.3555
chef_marco,106.0,20.0,5.0,9.0,420.0,Gaming streamer | Twitch partner,0,0.022,0.294,0.658,15.0,2.343,0.093,0.6173,0.729,0.3807
tom_techie,5.0,5.0,28.0,28.0,5000.0,Entrepreneur | Founder @startup,0,0.122,0.503,0.666,16.0,3.445,0.081,0.4702,0.624,0.4761
chef_marco,1450.0,35.0,2.0,3.0,4335.0,Entrepreneur | Founder @startup,0,0.046,0.391,0.772,17.0,2.593,0.071,0.3089,0.762,0.1673
noah_films,10.0,21.0,8.0,1.0,835.0,Blogger | Lifestyle & wellness,0,0.057,0.543,0.956,15.0,0.825,0.013,0.3798,0.689,0.3926
xXx_profit_xXx,8.0,289.0,2.0,0.0,16.0,DM me to grow your account fast,1,0.882,0.982,0.253,3.0,154.13,0.969,0.0836,0.11,0.0446
fit_jessica,842.0,32.0,3.0,0.0,2719.0,Blogger | Lifestyle & wellness,0,0.013,0.35,0.969,9.0,2.77,0.156,0.6861,0.775,0.2526
tom_techie,0.0,11.516638499257711,28.029525460444432,14.0948829865695,5101.690438687,Fashion designer | PR welcome,0,0.0636120919131526,0.5629175499443182,0.7326782451271971,18.05026087799748,0.0,0.07692191385091375,0.2998713334729363,0.8471587987491043,0.5806651117051838
autoliker_pro,6.0,1987.0,1.0,0.0,25.0,NFT investor | crypto tips,1,0.853,0.904,0.308,3.0,158.74,0.728,0.0835,0.077,0.0489
chris_builds,6.0,12.0,17.0,2.0,4934.0,mom of 3 | foodie,0,0.115,0.331,0.773,11.0,2.614,0.133,0.3158,0.977,0.5647
zz_promo_zz,11.0,2456.0,1.0,0.0,11.0,earn while you sleep 💸,1,0.701,0.958,0.283,3.0,57.98,0.711,0.088,0.282,0.0261
mark_adventure,54.0,23.0,8.0,28.0,1710.0,Gaming streamer | Twitch partner,0,0.011,0.366,0.892,16.0,1.79,0.197,0.2646,0.641,0.3449
creative_dan,42.09081963367866,1.6287474650821512,1.256703586163281,23.63834884029509,1633.4743342067582,Musician. Coffee addict.,0,0.19900694032574345,0.2557191586359161,0.9483898985472407,14.833996420771221,0.0,0.14519047978085045,0.46132119324046145,0.7614634670870716,0.19661830447741502
fit_jessica,66.0,9.0,14.0,13.0,5000.0,Gaming streamer | Twitch partner,0,0.002,0.218,0.818,17.0,4.495,0.034,0.6068,0.928,0.1017
autoliker_pro,54.65366324448204,2221.9457725159546,3.87345470071233,0.0,0.0,official giveaway account,1,0.6163395288980223,0.913381267068721,0.2861703973228237,0.8768947489905279,143.44509773045027,0.7068870707065923,0.04782129095941562,0.24957915096980704,0.004693078591054712
lisa_writes,392.0,6.0,26.0,9.0,3588.0,Traveler | 50+ countries visited,0,0.014,0.187,0.876,13.0,2.483,0.075,0.4981,0.881,0.1139
fit_jessica,22.0,28.0,3.0,29.0,1941.0,Retired engineer | amateur astronomer,0,0.032,0.531,0.983,15.0,4.043,0.183,0.4358,0.669,0.4055
earn_fast_2024,4.0,2418.0,2.0,0.0,37.0,make money online → bio link,1,0.879,0.924,0.222,1.0,184.08,0.714,0.0823,0.256,0.0113
tom_techie,396.0,28.0,2.0,12.0,365.0,photographer | travel 📷,0,0.07,0.278,0.686,16.0,4.105,0.101,0.5262,0.855,0.3043
chef_marco,198.0,34.0,2.0,15.0,1507.0,Medical student | future doctor,0,0.123,0.152,0.689,14.0,3.786,0.135,0.2539,0.652,0.1994
fit_jessica,425.0,47.0,4.0,19.0,1325.0,photographer | travel 📷,0,0.124,0.22,0.67,11.0,1.168,0.143,0.3973,0.896,0.4741
tom_techie,11.0,8.0,78.0,21.0,5000.0,software engineer @ Google,0,0.143,0.35,0.778,8.0,4.098,0.123,0.666,0.679,0.3001
nina_art,44.21104275175311,24.909812575085084,15.895276207930484,21.683501279353024,3429.9824256028423,Marketing professional | keynote speaker,0,0.0408713951228186,0.3245121134330979,0.6637260811459423,15.717986712037234,2.747151848217841,0.004356424033277108,0.6205501186898289,0.6854520780856738,0.3863331806552597
xXx_profit_xXx,14.0,341.0,1.0,0.0,11.0,📈 passive income daily,1,0.642,0.921,0.108,3.0,162.28,0.88,0.0851,0.233,0.0387
bot291847362,0.0,2203.0,0.0,0.0,51.0,btc eth airdrop free coins,1,0.814,0.884,0.115,4.0,60.83,0.793,0.0867,0.102,0.0462
amy_joy,19.0,15.0,7.0,17.0,5000.0,software engineer @ Google,0,0.097,0.475,0.83,13.0,1.51,0.034,0.4184,0.938,0.2852
airdrop_winner99,0.0,422.01500392370247,0.0,0.8549561208399077,51.18472443231923,follow for follow back,1,0.7610188472852991,0.8888210928501029,0.1832480271318512,3.918649931368847,192.23785130426614,0.9579597860727659,0.1154787966398471,0.13206785937426926,0.014048781444776106
acc29471838,6.0,693.0,0.0,0.0,45.0,,1,0.683,0.973,0.28,3.0,275.98,0.915,0.0822,0.201,0.0401
a8f7d3k9p2,1.0,1993.0,0.0,0.0,8.0,,1,0.77,0.876,0.153,4.0,128.16,0.939,0.0325,0.059,0.0092
emma.j,0.0,0.0,4.360387606031833,8.541986422872421,4979.744250003614,Musician. Coffee addict.,0,0.007919527585493963,0.2040455163579464,0.8001465978554513,14.248557388351932,3.5290029100421068,0.17492603333665266,0.4533256995237463,0.6820966136533687,0.10550595226697218
grace_beauty,115.0,10.0,76.0,1.0,3670.0,Yoga instructor | wellness coach,0,0.007,0.485,0.835,13.0,3.5,0.152,0.5992,0.758,0.383
airdrop_winner99,18.0,2889.0,2.0,0.0,46.0,investment advisor DM me,0,0.703,0.928,0.374,3.0,226.2,0.9,0.0788,0.03,0.0018
noah_films,21.0,29.0,4.0,14.0,722.0,Marketing professional | keynote speaker,0,0.109,0.355,0.802,17.0,3.933,0.102,0.3122,0.654,0.553
daniel_f,75.0,19.0,45.0,1.0,5000.0,Gaming streamer | Twitch partner,0,0.039,0.539,0.986,15.0,0.608,0.041,0.4385,0.984,0.5438
fit_jessica,1.0,14.0,18.0,12.0,684.0,Developer | Open source enthusiast,0,0.149,0.536,0.807,12.0,4.374,0.161,0.3083,0.914,0.36
fit_jessica,878.0,21.0,23.0,9.0,2845.0,Marketing professional | keynote speaker,0,0.038,0.144,0.797,14.0,2.735,0.063,0.4044,0.965,0.436
photo_by_anna,20.787983145051392,0.0,19.986640866556584,8.348510525332925,364.6102015008042,Architect | sustainable design,0,0.07975688527478128,0.44789019931427976,0.6864573537378992,13.59561982646746,0.0,0.0,0.3786960704020631,0.8983420914872698,0.5133626683548674
paul_runs,32.0,31.0,400.0,21.0,365.0,Freelance illustrator | art prints available,0,0.084,0.226,0.669,18.0,4.718,0.166,0.5004,0.848,0.4224
mark_adventure,94.93094327716777,10.520738835864687,5.940390315731853,10.894457833165644,732.8082783313827,Developer | Open source enthusiast,0,0.05850799946578247,0.2028829245434395,0.7125290945679486,14.373724954724958,0.0,0.042279123091758936,0.3185309982512852,0.8814031069124749,0.2466953569060878
real_human_01234,19.0,2299.0,1.0,0.0,49.0,FREE BTC airdrop → link in bio,1,0.655,0.912,0.303,4.0,225.59,0.945,0.0281,0.03,0.0108
airdrop_winner99,7.0,532.0,1.0,0.0,5.0,crypto millionaire | teach you how,1,0.766,0.899,0.339,1.0,283.07,0.751,0.0555,0.24,0.0159
paul_runs,8.0,11.0,6.0,3.0,4669.0,Wildlife photographer based in Kenya,0,0.097,0.45,0.821,8.0,1.781,0.156,0.6127,0.656,0.3093
insta_boost_247,13.0,2644.0,0.0,0.0,46.0,earn while you sleep 💸,1,0.782,0.934,0.191,3.0,224.84,0.848,0.0748,0.118,0.031
ethan_games,7.0792799670145214,0.0,10.311870588061824,15.124749528294977,1753.5251399554402,Podcaster | interviewing founders,0,0.010992856423022022,0.16775249916933563,0.937474183341399,13.633324059230068,4.106259716586323,0.20968343140880666,0.23914993537232065,0.8391569395209043,0.16877772995365226
autoliker_pro,3.0,664.0,2.0,0.0,30.0,official giveaway account,1,0.9,0.97,0.281,4.0,91.33,0.901,0.0241,0.061,0.0048
9182736450,2.0,466.0,2.0,0.0,2.0,btc eth airdrop free coins,1,0.649,0.851,0.363,1.0,192.92,0.751,0.0479,0.104,0.025
nina_art,1491.0,24.0,2.0,28.0,1252.0,Artist | Digital creator,0,0.058,0.159,0.86,14.0,1.747,0.198,0.3221,0.962,0.4333
ben_codes,518.0,46.0,19.0,26.0,1407.0,fitness coach 💪 DM for training plans,0,0.115,0.49,0.875,17.0,4.451,0.109,0.4959,0.908,0.1486
mark_adventure,464.0,6.0,15.0,10.0,4325.0,Architect | sustainable design,0,0.139,0.285,0.986,12.0,2.352,0.097,0.3291,0.719,0.4535
a8f7d3k9p2,4.094758083775682,2425.078767356005,1.9666487714240248,0.0,48.185720093279805,,1,0.6369337839442395,0.8673153035142208,0.18002352180695977,0.8819579460959546,141.33684285104633,0.9827560509397931,0.0398864514296052,0.17816157960622056,0.04485394126957924
user8374629,0.0,942.3156656439336,0.7655782231418471,0.6529258740897369,7.216775761085444,btc eth airdrop free coins,1,0.7191945030709455,0.9126168436941772,0.2600420331836889,1.9839333067595342,111.52204849926405,0.7901973505780592,0.10389741860683704,0.2199689232991982,0.02358857955247381
user8374629,3.0,1875.0,0.0,0.0,20.0,investment advisor DM me,1,0.896,0.989,0.394,4.0,147.74,0.7,0.0516,0.084,0.0399
earn_fast_2024,1.0,2368.0,0.0,0.0,44.0,DM me to grow your account fast,1,0.628,0.929,0.176,3.0,217.27,0.91,0.0944,0.276,0.0141
zz_promo_zz,12.0,2000.0,0.0,0.0,22.0,FREE gift cards click here,1,0.769,0.896,0.191,3.0,157.15,0.74,0.0608,0.132,0.0314
rachel_reads,21.0,63.0,40.0,20.0,805.0,High school teacher | making STEM fun,0,0.132,0.425,0.712,15.0,2.844,0.123,0.2473,0.647,0.4549
crypto_king_9999,5.0,1462.0,2.0,0.0,46.0,📈 passive income daily,1,0.917,0.883,0.141,3.0,213.89,0.942,0.0647,0.027,0.0175
zz_promo_zz,2.0,2919.0,1.0,0.0,18.0,NFT investor | crypto tips,1,0.858,0.984,0.162,2.0,56.17,0.978,0.0169,0.243,0.0361
zz_promo_zz,21.87592861721882,3045.8981167680467,0.0,0.0,102.64979738506068,follow for follow back,1,0.8076160224238201,0.9501992976126283,0.17501136123118738,1.8200037482107312,251.20001537717292,0.8475670437569174,0.07350905146309819,0.13106178202748653,0.03721875325231483
zz_promo_zz,10.0,1654.0,0.0,0.0,35.0,♻️ repost to win $1000,1,0.868,0.913,0.299,3.0,287.28,0.975,0.0559,0.046,0.0345
emma.j,328.0,26.0,12.0,18.0,2858.0,Wildlife photographer based in Kenya,0,0.087,0.449,0.866,9.0,3.127,0.178,0.3085,0.644,0.3969
fit_jessica,32.24312808534525,42.19063466444261,11.296254951067471,14.288246001727567,1611.2853188257866,fitness coach 💪 DM for training plans,0,0.14299020026843456,0.2787939546227228,0.7890070244291996,11.95986196519542,1.4231127605593676,0.17077511716207824,0.5571664146570262,0.8309293934330122,0.2283113966440618
autoliker_pro,4.0,1885.0,1.0,0.0,48.0,,1,0.782,0.932,0.314,3.0,267.88,0.71,0.0605,0.026,0.0387
fit_jessica,59.0,24.0,400.0,21.0,5000.0,Medical student | future doctor,0,0.134,0.389,0.845,8.0,3.581,0.089,0.2688,0.799,0.402
q7w8e9r0t1y2,1.348485318371334,1578.2180118908366,0.9466275169202428,0.0,105.18012083632941,btc eth airdrop free coins,1,0.7340653465772273,0.8560818208606281,0.17824528593314443,4.092203941670924,121.76381110527342,0.8660165181688918,0.02853609240757639,0.0,0.04416834275327382
get_rich_88,3.9285385156848527,1578.8080016509005,3.4734454891219473,0.0,53.05047785603719,crypto millionaire | teach you how,1,0.8964202360092944,0.9161401092179725,0.21368674003717944,0.7763971333150446,232.75540788640404,0.7246112127339167,0.03641654213426546,0.08056808690778325,0.030394474151282897
ethan_games,148.0545261371829,0.0,11.711043914822394,5.097260184079671,5010.235638366752,mom of 3 | foodie,0,0.05838075090486063,0.14977906699077354,0.7904595014777361,12.930413151512841,0.0,0.06989352132302999,0.3852078855231647,0.7969649629853129,0.5249759591437375
noah_films,24.0,30.0,76.0,7.0,1474.0,Medical student | future doctor,0,0.061,0.161,0.93,11.0,1.396,0.19,0.287,0.762,0.2765
grace_beauty,1.0,61.0,8.0,27.0,1163.0,Fashion designer | PR welcome,0,0.013,0.101,0.924,14.0,3.503,0.135,0.5425,0.711,0.4117
a8f7d3k9p2,28.144092174444097,1949.477266259668,2.466794304248083,0.22917412349855665,127.41803917760939,FREE gift cards click here,1,0.749967355931172,0.9125425312933879,0.12448768927291681,1.9202397941094622,223.61524937475156,0.7264350712632217,0.08181610898609991,0.21337359432864528,0.009160583985247935
grace_beauty,17.0,32.0,15.0,24.0,5000.0,High school teacher | making STEM fun,0,0.001,0.133,0.909,18.0,4.948,0.016,0.3124,0.808,0.574
john_doe,9.0,12.0,11.0,16.0,836.0,Medical student | future doctor,0,0.055,0.462,0.706,12.0,3.326,0.083,0.5197,0.813,0.3036
airdrop_winner99,13.0,1519.0,2.0,0.0,26.0,📈 passive income daily,1,0.818,0.95,0.394,3.0,212.05,0.788,0.0823,0.217,0.0361
john_doe,9.0,18.0,14.0,10.0,947.0,Medical student | future doctor,0,0.033,0.293,0.771,11.0,3.444,0.111,0.562,0.665,0.5702
james_hikes,24.0,32.0,18.0,23.0,1342.0,Blogger | Lifestyle & wellness,0,0.016,0.516,0.99,13.0,2.797,0.19,0.503,0.817,0.378
ethan_games,272.0,14.0,3.0,18.0,3851.0,Yoga instructor | wellness coach,0,0.091,0.22,0.841,11.0,3.303,0.115,0.6367,0.905,0.4686
sophia_teaches,6.0,33.0,10.0,27.0,1012.0,Chef | Recipe creator,0,0.079,0.428,0.95,17.0,2.508,0.14,0.3982,0.867,0.5383
olivia_draws,13.0,20.0,22.0,10.0,365.0,UX designer @Meta,0,0.035,0.333,0.88,10.0,4.941,0.134,0.2778,0.636,0.4272
real_human_01234,15.0,2998.0,1.0,0.0,17.0,,0,0.727,0.924,0.385,2.0,238.12,0.798,0.0961,0.004,0.034
paul_runs,1526.0,13.0,7.0,16.0,5000.0,Teacher & lifelong learner,0,0.141,0.431,0.934,9.0,1.3,0.101,0.2195,0.957,0.4606
bot291847362,1.0,2980.0,0.0,0.0,11.0,crypto signals ✅ 99% win rate,1,0.685,0.932,0.341,4.0,266.38,0.8,0.0738,0.083,0.0074
zz_promo_zz,0.0,2905.0,1.0,0.0,15.0,make money online → bio link,1,0.784,0.924,0.17,3.0,129.86,0.74,0.0761,0.069,0.0122
follow_back_101,9.0,1623.0,2.0,0.0,10.0,crypto signals ✅ 99% win rate,1,0.692,0.97,0.235,3.0,140.0,0.834,0.0537,0.061,0.0117
tom_techie,3.0,122.0,4.0,0.0,489.0,Wildlife photographer based in Kenya,0,0.058,0.514,0.877,11.0,1.927,0.167,0.6503,0.944,0.5422
follow_back_101,29.00497991312359,809.7807351591935,0.0,0.0,0.0,FREE gift cards click here,1,0.880620672354667,0.8713580166762398,0.21375187022817113,2.8912536124554236,249.2377232564377,0.9252353422752615,0.07898843852281909,0.17162259309965522,0.019223177454885165
sophia_teaches,196.0,29.0,3.0,11.0,941.0,Retired engineer | amateur astronomer,0,0.065,0.161,0.879,17.0,3.756,0.157,0.5498,0.911,0.2805
mia_cooks,368.0,30.0,10.0,6.0,727.0,Dance teacher | choreographer,0,0.143,0.227,0.754,10.0,2.667,0.155,0.4532,0.97,0.2528
paul_runs,33.0,177.0,23.0,25.0,1262.0,Fashion designer | PR welcome,0,0.013,0.377,0.937,17.0,1.143,0.01,0.6773,0.651,0.3866
grace_beauty,53.0,28.0,8.0,14.0,1080.0,mom of 3 | foodie,0,0.056,0.244,0.766,10.0,1.534,0.097,0.3072,0.873,0.2749
grace_beauty,27.50735971950499,21.55491079614317,12.06659312452841,15.01192441599403,1085.9083207432145,Traveler | 50+ countries visited,0,0.0,0.39371729374801934,0.9985191514312415,14.588315875068044,0.0,0.08572346432703748,0.2580196197228698,0.9200083419606687,0.5558350798591699
luke_designs,10.0,8.0,31.0,11.0,1260.0,Wildlife photographer based in Kenya,0,0.106,0.548,0.911,18.0,1.424,0.123,0.2178,0.641,0.2128
sophia_teaches,3.0,5.0,97.0,1.0,770.0,mom of 3 | foodie,0,0.033,0.408,0.975,9.0,2.356,0.122,0.4591,0.86,0.1493
fit_jessica,10.0,9.0,3.0,1.0,1729.0,Developer | Open source enthusiast,0,0.066,0.353,0.873,18.0,2.436,0.072,0.2107,0.791,0.3259
insta_boost_247,4.0,426.0,1.0,0.0,25.0,DM me to grow your account fast,1,0.738,0.91,0.253,4.0,239.87,0.87,0.051,0.185,0.0201
