username,followers,following,videos,bio,likes,is_verified,label
code_master,78921,37,8,🔞 link in bio,434,0,1
amy_joy,495156,35,4,Real estate investor | DM for passive income secrets,913,0,1
journeys_with_kai,200,35,471,Entrepreneur | Founder @startup,9298,0,0
mindful_maya,203,6,238,Dog lover 🐾 | Hiking | Books,6335,0,0
real_human_01234,4990,6836,2536,DM me to grow your account fast,108,0,1
lisa_writes,1241,260,139,Yoga instructor | wellness coach 🧘,48762,0,0
99882736450,41,7093,1,NFT investor | crypto tips,82,0,1
lena_captures,487093,14,3,,532,0,1
the_real_sam,309,61,280,Musician. Coffee addict. ☕,13411,0,0
acc29471838,46,6430,3,NFT investor | crypto tips,9,0,1
free_follower_bot,197,3509,3,,63,0,1
botanist_beth,17506,9,9,btc eth airdrop free coins,31,0,1
nft_dropper_69,2247,6248,4431,btc eth airdrop free coins,387,0,1
paul_runs,200,92,147,Blogger | Lifestyle & wellness,2912,0,0
crypto_king_9999,3117,8494,4977,,112,0,1
amy_joy,328,97,322,photographer | travel 📷,9173,0,0
earn_fast_2024,2216,5883,1480,NFT investor | crypto tips,278,0,1
9182736450,54,9891,2,,54,0,1
nft_dropper_69,7,5756,1,🔞 link in bio,3,0,1
surf_with_evan,200,84,386,Nurse practitioner | women's health advocate,3940,0,0
earn_fast_2024,63,3789,4,♻️ repost to win $1000,44,0,1
lena_captures,386494,4,8,Click link below 💰,967,0,1
code_master,200,67,304,Marketing professional | keynote speaker,6002,0,0
grace_beauty,200,42,438,Retired engineer | amateur astronomer 🔭,4785,0,0
sarah_smith,200,62,284,mom of 3 | foodie 🍕,5587,0,0
mark_adventure,178342,16,3,,485,0,1
mark_adventure,313131,4,0,follow for follow back,159,0,1
fit_jessica,223,5,184,Chef | Recipe creator 🍳,7245,0,0
photo_by_anna,200,71,345,Retired engineer | amateur astronomer 🔭,8047,0,0
emma.j,259086,6,8,,93,0,1
mike_2023,200,80,64,Marketing professional | keynote speaker,3231,0,0
realmadrid,99630499,79,4099,International supermodel | Agency: IMG Models,2089085453,1,0
everyday_elena,429,31,475,Fashion designer | PR welcome,7810,0,0
follow_back_101,100,6144,3,🔞 link in bio,80,0,1
the_real_sam,41532,42,2,🔞 link in bio,164,0,1
q7w8e9r0t1y2,15,8544,2,Click link below 💰,68,0,1
lena_captures,200,41,124,Gaming streamer | Twitch partner 🎮,3071,0,0
mindful_maya,645,289,39,Podcaster | interviewing founders,24116,0,0
get_rich_88,42,8460,0,earn $500/day 👇,98,0,1
nina_art,82989,14,9,,543,0,1
free_followers_now,5540,9057,2500,,389,0,1
q7w8e9r0t1y2,90,7078,2,crypto signals ✅ 99% win rate,79,0,1
creative_dan,200,29,163,Dance teacher | choreographer,5678,0,0
code_master,608,248,335,Traveler | 50+ countries visited ✈️,16545,0,0
the_real_sam,200,5,238,Artist | Digital creator ✨,4623,0,0
free_follower_bot,8736,9074,1825,NFT investor | crypto tips,348,0,1
nft_dropper_69,3339,7605,689,,204,0,1
emma.j,200,72,235,Retired engineer | amateur astronomer 🔭,9183,0,0
mindful_maya,330689,33,3,DM me to grow your account fast,98,0,1
code_master,154337,25,9,,781,0,1
daniel_f,345662,2,5,investment advisor DM me,441,0,1
amy_joy,200,54,243,News journalist @NYT,4794,0,0
lena_captures,338,143,148,Musician. Coffee addict. ☕,7650,0,0
everyday_elena,395,135,93,Medical student | future doctor 🩺,11296,0,0
mark_adventure,136740,37,8,,282,0,1
9182736450,7835,7448,4099,Click link below 💰,110,0,1
neymarjr,47898826,494,4594,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1527943519,1,0
surf_with_evan,360015,22,8,,574,0,1
free_follower_bot,53,5628,0,earn $500/day 👇,31,0,1
q7w8e9r0t1y2,2865,6687,1433,DM me to grow your account fast,59,0,1
journeys_with_kai,1887,942,498,Blogger | Lifestyle & wellness,22732,0,0
code_master,200,8,264,Data scientist | ML researcher,4519,0,0
1234567890ab,108,7925,0,NFT investor | crypto tips,26,0,1
daniel_f,200,53,158,Musician. Coffee addict. ☕,8527,0,0
q7w8e9r0t1y2,5421,5000,997,NFT investor | crypto tips,446,0,1
real_human_01234,5103,8370,621,crypto signals ✅ 99% win rate,457,0,1
sarah_smith,707,232,141,Artist | Digital creator ✨,5846,0,0
get_rich_88,536,6525,2527,NFT investor | crypto tips,56,0,1
john_doe,1323,593,122,Wildlife photographer based in Kenya,60091,0,0
journeys_with_kai,200,54,454,Developer | Open source enthusiast,7545,0,0
dev_pete,200,59,391,Dance teacher | choreographer,1957,0,0
code_master,137253,39,0,🔞 link in bio,769,0,1
chris_builds,625,130,224,Marketing professional | keynote speaker,29606,0,0
mike_2023,200,58,436,Architect | sustainable design,8959,0,0
sarah_smith,200,37,275,photographer | travel 📷,5620,0,0
tom_techie,200,88,348,High school teacher | making STEM fun,4842,0,0
sarah_smith,200,85,212,Data scientist | ML researcher,4021,0,0
journeys_with_kai,874,65,170,software engineer @ Google,9342,0,0
sarah_smith,140630,40,4,,681,0,1
lisa_writes,246037,34,8,♻️ repost to win $1000,963,0,1
lisa_writes,200,38,499,fitness coach 💪 DM for plans,9646,0,0
crypto_king_9999,7811,5581,2674,promo available 📩,366,0,1
1234567890ab,85,7090,4,Click link below 💰,46,0,1
real_human_01234,66,3927,2,crypto signals ✅ 99% win rate,94,0,1
crypto_king_9999,70,8081,2,FREE BTC airdrop → link in bio,62,0,1
beyonce,43417800,301,332,Fashion icon | Creative Director @LuxuryBrand,3909645236,1,0
a8f7d3k9p2,178,3554,4,FREE BTC airdrop → link in bio,50,0,1
jeffbezos,122380992,176,4717,Hollywood actor | Upcoming: Summer Blockbuster 2025,5164070124,1,0
free_follower_bot,141,9344,4,crypto signals ✅ 99% win rate,15,0,1
sarah_smith,200,75,66,Freelance illustrator | art prints available,7483,0,0
1234567890ab,7112,5789,3719,DM me to grow your account fast,36,0,1
mike_2023,320,157,51,Teacher & lifelong learner 📚,3789,0,0
everyday_elena,200,31,419,Dance teacher | choreographer,2549,0,0
tradebot_fx,34,3610,3,Real estate investor | DM for passive income secrets,53,0,1
creative_dan,200,65,65,High school teacher | making STEM fun,3232,0,0
photo_by_anna,380,131,235,Podcaster | interviewing founders,7894,0,0
emma.j,1309,444,115,software engineer @ Google,44159,0,0
get_rich_88,152,3733,1,FREE BTC airdrop → link in bio,52,0,1
user8374629,9968,9441,1790,crypto signals ✅ 99% win rate,72,0,1
photo_by_anna,1010,364,127,Musician. Coffee addict. ☕,49235,0,0
journeys_with_kai,3428,1472,249,mom of 3 | foodie 🍕,94849,0,0
chef_marco,467151,43,4,Click link below 💰,833,0,1
xXx_profit_xXx,21,3908,1,,16,0,1
sarah_smith,502,165,36,Blogger | Lifestyle & wellness,11782,0,0
xXx_profit_xXx,4994,9514,969,DM me to grow your account fast,203,0,1
chris_builds,5118,1073,323,High school teacher | making STEM fun,54372,0,0
lisa_writes,230594,11,6,,270,0,1
mindful_maya,200,30,232,Nurse practitioner | women's health advocate,4926,0,0
chris_builds,512,84,477,Musician. Coffee addict. ☕,9302,0,0
99882736450,3561,7232,4212,DM me to grow your account fast,253,0,1
grace_beauty,177393,31,8,NFT investor | crypto tips,478,0,1
mark_adventure,200,56,469,Dance teacher | choreographer,2669,0,0
dev_pete,457,14,226,Developer | Open source enthusiast,19838,0,0
lisa_writes,200,56,170,Marketing professional | keynote speaker,8631,0,0
creative_dan,192290,26,9,DM me to grow your account fast,123,0,1
code_master,200,95,120,Data scientist | ML researcher,7246,0,0
daniel_f,455,174,159,Podcaster | interviewing founders,3963,0,0
mark_adventure,895,250,247,Retired engineer | amateur astronomer 🔭,8834,0,0
paul_runs,3373,193,296,Medical student | future doctor 🩺,118401,0,0
alex_travel,311958,33,1,🔞 link in bio,750,0,1
get_rich_88,8031,6717,4873,crypto signals ✅ 99% win rate,141,0,1
xXx_profit_xXx,42,9025,1,♻️ repost to win $1000,17,0,1
amy_joy,399,75,372,Freelance illustrator | art prints available,14489,0,0
earn_fast_2024,6364,5974,1244,,470,0,1
chef_marco,627,294,385,Data scientist | ML researcher,17769,0,0
sarah_smith,200,7,31,Podcaster | interviewing founders,1773,0,0
alex_travel,2558,73,443,photographer | travel 📷,127185,0,0
b.scott.official,340891,9,1,Real estate investor | DM for passive income secrets,86,0,1
taylorswift,111731872,191,3974,Hollywood actor | Upcoming: Summer Blockbuster 2025,6281332713,1,0
journeys_with_kai,439667,43,1,📈 passive income daily,516,0,1
john_doe,255,87,157,Dog lover 🐾 | Hiking | Books,11815,0,0
bot_account_7,3414,6189,4398,earn $500/day 👇,369,0,1
grace_beauty,87528,21,9,📈 passive income daily,535,0,1
tom_techie,431,137,202,Entrepreneur | Founder @startup,17745,0,0
fit_jessica,200,20,288,Wildlife photographer based in Kenya,4503,0,0
acc29471838,48,8843,3,,64,0,1
99882736450,500,7721,4115,,441,0,1
free_follower_bot,168,6954,0,📈 passive income daily,91,0,1
chris_builds,200,87,314,Marketing professional | keynote speaker,9339,0,0
xXx_profit_xXx,1518,5500,4936,promo available 📩,413,0,1
everyday_elena,287,126,150,Architect | sustainable design,12781,0,0
xXx_profit_xXx,129,7474,3,FREE BTC airdrop → link in bio,9,0,1
billgates,119464400,357,4986,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,8209395423,1,0
mindful_maya,698,299,280,Traveler | 50+ countries visited ✈️,29631,0,0
xXx_profit_xXx,3211,7197,1870,Get free followers — click bio link,216,0,1
nike,107545433,364,1724,Grammy-winning artist 🎵 | New album out now,5898573481,1,0
chris_builds,427,178,394,Medical student | future doctor 🩺,8781,0,0
b.scott.official,1920,651,491,UX designer @Meta,63627,0,0
lena_captures,1213,351,144,Artist | Digital creator ✨,40954,0,0
tom_techie,200,81,472,Gaming streamer | Twitch partner 🎮,5035,0,0
elonmusk,71289962,257,4182,Hollywood actor | Upcoming: Summer Blockbuster 2025,3528669147,1,0
mark_adventure,287,10,174,Teacher & lifelong learner 📚,9865,0,0
lena_captures,302682,19,9,btc eth airdrop free coins,212,0,1
justinbieber,81447752,177,4177,Grammy-winning artist 🎵 | New album out now,4250325465,1,0
realmadrid,44901791,451,1127,Hollywood actor | Upcoming: Summer Blockbuster 2025,4171576955,1,0
bot_account_7,4604,6533,1653,btc eth airdrop free coins,39,0,1
sarah_smith,200,17,59,Entrepreneur | Founder @startup,6076,0,0
photo_by_anna,637,248,102,Chef | Recipe creator 🍳,30826,0,0
lena_captures,2144,988,366,Developer | Open source enthusiast,92310,0,0
bot_account_7,1587,8546,3699,,89,0,1
q7w8e9r0t1y2,55,5381,4,follow for follow back,51,0,1
fit_jessica,214,27,147,News journalist @NYT,4488,0,0
bot_account_7,6910,7270,4174,,408,0,1
journeys_with_kai,326,101,294,Musician. Coffee addict. ☕,6158,0,0
free_followers_now,48,9876,3,follow for follow back,8,0,1
therock,50919962,364,1334,Professional athlete | Team captain | Brand ambassador,3014697053,1,0
nina_art,200,99,66,Yoga instructor | wellness coach 🧘,4724,0,0
lisa_writes,320,125,304,Dance teacher | choreographer,13357,0,0
crypto_king_9999,2853,5761,1211,♻️ repost to win $1000,143,0,1
tradebot_fx,3302,5760,1477,♻️ repost to win $1000,470,0,1
alex_travel,200,65,73,photographer | travel 📷,5111,0,0
amy_joy,200,61,110,Developer | Open source enthusiast,8377,0,0
amy_joy,200,80,364,mom of 3 | foodie 🍕,9491,0,0
1234567890ab,151,5684,3,follow for follow back,94,0,1
nike,63236211,301,2335,Nobel Peace Prize laureate | Activist,3291432596,1,0
chris_builds,259,118,286,Musician. Coffee addict. ☕,6092,0,0
tom_techie,824,256,398,photographer | travel 📷,13404,0,0
9182736450,194,9709,4,,20,0,1
nft_dropper_69,2362,6892,710,follow for follow back,273,0,1
emma.j,200,41,464,Freelance illustrator | art prints available,6546,0,0
1234567890ab,9805,5965,4009,earn $500/day 👇,100,0,1
everyday_elena,200,92,48,Musician. Coffee addict. ☕,5170,0,0
q7w8e9r0t1y2,76,8921,0,,73,0,1
emma.j,343852,39,5,NFT investor | crypto tips,108,0,1
tom_techie,11794,15,7,investment advisor DM me,473,0,1
paul_runs,200,80,464,Data scientist | ML researcher,9125,0,0
acc29471838,45,6860,2,Real estate investor | DM for passive income secrets,78,0,1
surf_with_evan,469335,13,1,Real estate investor | DM for passive income secrets,545,0,1
emma.j,207678,41,0,,835,0,1
follow_back_101,123,6133,0,📈 passive income daily,18,0,1
bot_account_7,6183,8797,2099,Get free followers — click bio link,203,0,1
bot_account_7,8,9150,3,Get free followers — click bio link,28,0,1
bot_account_7,4666,7532,3825,,485,0,1
lisa_writes,18433,28,3,earn $500/day 👇,345,0,1
everyday_elena,153591,45,3,DM me to grow your account fast,970,0,1
real_human_01234,1147,5522,1773,,260,0,1
chef_marco,556,145,28,Architect | sustainable design,7756,0,0
chef_marco,303,76,429,Nurse practitioner | women's health advocate,8053,0,0
bot_account_7,166,4766,4,,44,0,1
botanist_beth,200,8,52,Retired engineer | amateur astronomer 🔭,6860,0,0
nasa,107251031,334,4364,Professional athlete | Team captain | Brand ambassador,4558300580,1,0
free_followers_now,89,4773,3,follow for follow back,51,0,1
oprah,129849220,151,3632,Official account. For business: manager@agency.com,8396871692,1,0
botanist_beth,174471,28,8,crypto signals ✅ 99% win rate,272,0,1
q7w8e9r0t1y2,153,6719,1,🔞 link in bio,64,0,1
photo_by_anna,247575,37,5,NFT investor | crypto tips,303,0,1
9182736450,542,5807,1508,DM me to grow your account fast,403,0,1
99882736450,72,8022,0,investment advisor DM me,37,0,1
lena_captures,200,69,275,fitness coach 💪 DM for plans,7339,0,0
q7w8e9r0t1y2,191,9142,3,earn $500/day 👇,71,0,1
john_doe,288,87,22,Yoga instructor | wellness coach 🧘,10447,0,0
beyonce,122375896,254,1185,Iconic musician 🎸 | 40+ years on stage,3522214732,1,0
bot_account_7,9634,7331,3425,crypto signals ✅ 99% win rate,473,0,1
chef_marco,326502,11,8,follow for follow back,998,0,1
chef_marco,200,96,268,Musician. Coffee addict. ☕,4850,0,0
1234567890ab,62,4208,1,FREE BTC airdrop → link in bio,63,0,1
a8f7d3k9p2,94,9258,0,follow for follow back,95,0,1
acc29471838,7596,9960,2939,Real estate investor | DM for passive income secrets,439,0,1
real_human_01234,7,8629,4,FREE BTC airdrop → link in bio,59,0,1
surf_with_evan,694,92,88,Retired engineer | amateur astronomer 🔭,3477,0,0
photo_by_anna,200,28,359,Nurse practitioner | women's health advocate,9764,0,0
airdrop_winner99,190,9695,3,,1,0,1
bot_account_7,883,5818,3658,earn $500/day 👇,250,0,1
lisa_writes,200,47,400,Data scientist | ML researcher,5915,0,0
user8374629,502,8607,4488,FREE BTC airdrop → link in bio,222,0,1
dev_pete,200,31,6,photographer | travel 📷,8155,0,0
daniel_f,200,50,72,Data scientist | ML researcher,4520,0,0
nina_art,200309,24,1,NFT investor | crypto tips,710,0,1
real_human_01234,1035,9116,2065,Real estate investor | DM for passive income secrets,36,0,1
99882736450,137,9215,0,Click link below 💰,3,0,1
tim_cook,144700327,179,730,World #1 tennis player 🎾 | Foundation: @AidFundation,9250272099,1,0
alex_travel,1133,165,131,Fashion designer | PR welcome,35155,0,0
free_followers_now,65,4186,3,earn $500/day 👇,70,0,1
john_doe,200,97,212,Developer | Open source enthusiast,2400,0,0
grace_beauty,327,115,396,Architect | sustainable design,4799,0,0
airdrop_winner99,38,3197,4,♻️ repost to win $1000,12,0,1
user8374629,79,9455,4,crypto signals ✅ 99% win rate,47,0,1
free_follower_bot,36,6999,3,,19,0,1
creative_dan,200,45,462,Developer | Open source enthusiast,1734,0,0
everyday_elena,448520,34,8,,103,0,1
mark_adventure,200,14,53,Musician. Coffee addict. ☕,7578,0,0
daniel_f,2980,1095,247,Wildlife photographer based in Kenya,36424,0,0
free_follower_bot,5321,6592,1388,follow for follow back,449,0,1
nft_dropper_69,49,7472,1,📈 passive income daily,47,0,1
9182736450,1416,5820,4238,DM me to grow your account fast,209,0,1
lena_captures,408,195,320,Traveler | 50+ countries visited ✈️,14731,0,0
neymarjr,85137590,113,511,World #1 tennis player 🎾 | Foundation: @AidFundation,6759165786,1,0
fit_jessica,1208,338,121,News journalist @NYT,24166,0,0
9182736450,2879,8950,3185,earn $500/day 👇,43,0,1
kyliejenner,95088863,130,294,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,5009359657,1,0
get_rich_88,7103,6016,2943,,143,0,1
crypto_king_9999,195,6214,2,,32,0,1
everyday_elena,425,16,321,Entrepreneur | Founder @startup,4268,0,0
photo_by_anna,349,18,472,Yoga instructor | wellness coach 🧘,12158,0,0
xXx_profit_xXx,141,7585,2,earn $500/day 👇,8,0,1
sarah_smith,370,121,29,Marketing professional | keynote speaker,9725,0,0
xXx_profit_xXx,3673,5236,4773,earn $500/day 👇,430,0,1
natgeo,56720454,386,506,Professional athlete | Team captain | Brand ambassador,2266077717,1,0
code_master,635,136,139,Freelance illustrator | art prints available,7321,0,0
get_rich_88,140,8364,2,FREE BTC airdrop → link in bio,2,0,1
tradebot_fx,91,7662,4,,73,0,1
amy_joy,1217,349,481,fitness coach 💪 DM for plans,30949,0,0
lena_captures,200,35,413,News journalist @NYT,5107,0,0
9182736450,2453,8978,4879,Click link below 💰,48,0,1
follow_back_101,9986,7897,2206,promo available 📩,220,0,1
follow_back_101,85,4851,4,FREE BTC airdrop → link in bio,89,0,1
user8374629,149,4318,3,investment advisor DM me,41,0,1
journeys_with_kai,561,33,332,Developer | Open source enthusiast,20995,0,0
neymarjr,104871814,196,3272,Official account. For business: manager@agency.com,3174981510,1,0
emma.j,200,89,248,photographer | travel 📷,8483,0,0
mike_2023,200,64,405,Medical student | future doctor 🩺,4384,0,0
creative_dan,426998,38,4,📈 passive income daily,440,0,1
sarah_smith,1540,114,300,Teacher & lifelong learner 📚,16759,0,0
free_followers_now,7542,9546,4644,,391,0,1
fit_jessica,160598,47,2,btc eth airdrop free coins,827,0,1
natgeo,67041483,327,722,World #1 tennis player 🎾 | Foundation: @AidFundation,2376566969,1,0
nina_art,332,23,461,UX designer @Meta,12029,0,0
crypto_king_9999,3649,5452,2450,,334,0,1
fit_jessica,200,43,471,Traveler | 50+ countries visited ✈️,2409,0,0
creative_dan,206740,40,2,Real estate investor | DM for passive income secrets,960,0,1
paul_runs,217,57,421,High school teacher | making STEM fun,1572,0,0
paul_runs,424398,40,7,NFT investor | crypto tips,132,0,1
fit_jessica,5677,371,133,Chef | Recipe creator 🍳,187555,0,0
acc29471838,4488,6852,1126,follow for follow back,371,0,1
code_master,168058,25,4,📈 passive income daily,271,0,1
real_human_01234,3006,8507,2455,btc eth airdrop free coins,177,0,1
bot_account_7,15,9978,0,Real estate investor | DM for passive income secrets,45,0,1
get_rich_88,8872,9082,1387,📈 passive income daily,15,0,1
surf_with_evan,353,38,283,Fashion designer | PR welcome,13962,0,0
code_master,225,72,12,Data scientist | ML researcher,4340,0,0
lena_captures,855,370,102,News journalist @NYT,41245,0,0
9182736450,6886,9059,3253,📈 passive income daily,174,0,1
xXx_profit_xXx,46,3176,3,crypto signals ✅ 99% win rate,85,0,1
chef_marco,200,5,453,Artist | Digital creator ✨,5890,0,0
kyliejenner,27835768,395,2750,International supermodel | Agency: IMG Models,2438143766,1,0
botanist_beth,382424,13,7,FREE BTC airdrop → link in bio,675,0,1
mark_adventure,200,71,25,software engineer @ Google,4544,0,0
fit_jessica,386510,0,0,investment advisor DM me,624,0,1
fit_jessica,94146,10,0,btc eth airdrop free coins,899,0,1
elonmusk,66277699,445,984,Grammy-winning artist 🎵 | New album out now,6374852339,1,0
the_real_sam,358,172,20,Marketing professional | keynote speaker,10197,0,0
dev_pete,200,90,96,Architect | sustainable design,7591,0,0
natgeo,27337696,134,3423,International supermodel | Agency: IMG Models,2426619972,1,0
chris_builds,200,76,389,Podcaster | interviewing founders,5833,0,0
q7w8e9r0t1y2,127,7307,4,btc eth airdrop free coins,91,0,1
nft_dropper_69,5775,8347,3927,,64,0,1
amy_joy,539,72,361,Marketing professional | keynote speaker,18457,0,0
chris_builds,1247,229,271,Freelance illustrator | art prints available,52537,0,0
taylorswift,103021003,174,714,Oscar-winning director | Production company: @StudioX,8809678681,1,0
taylorswift,78051488,461,1165,Hollywood actor | Upcoming: Summer Blockbuster 2025,3207380389,1,0
lisa_writes,1709,623,351,UX designer @Meta,9554,0,0
nina_art,368,161,250,software engineer @ Google,2460,0,0
get_rich_88,25,5190,3,DM me to grow your account fast,28,0,1
nina_art,200,56,177,Freelance illustrator | art prints available,1496,0,0
zz_promo_zz,50,6402,2,DM me to grow your account fast,12,0,1
mindful_maya,442,151,383,Freelance illustrator | art prints available,10129,0,0
botanist_beth,182561,49,7,♻️ repost to win $1000,100,0,1
acc29471838,3811,7410,1002,♻️ repost to win $1000,428,0,1
real_human_01234,3323,9954,1651,,291,0,1
99882736450,6025,5177,4889,♻️ repost to win $1000,12,0,1
acc29471838,12,5075,3,crypto signals ✅ 99% win rate,95,0,1
grace_beauty,94406,32,8,,334,0,1
john_doe,374,175,7,Nurse practitioner | women's health advocate,12798,0,0
paul_runs,200,90,191,Chef | Recipe creator 🍳,8155,0,0
q7w8e9r0t1y2,135,9332,4,promo available 📩,72,0,1
a8f7d3k9p2,191,6882,4,btc eth airdrop free coins,74,0,1
the_real_sam,200,8,361,software engineer @ Google,2828,0,0
airdrop_winner99,5581,9056,4799,crypto signals ✅ 99% win rate,417,0,1
airdrop_winner99,23,4734,3,promo available 📩,75,0,1
kyliejenner,87170746,30,2390,Nobel Peace Prize laureate | Activist,2808982176,1,0
everyday_elena,381022,12,3,promo available 📩,825,0,1
everyday_elena,398,95,464,Gaming streamer | Twitch partner 🎮,17359,0,0
tom_techie,489823,30,5,,526,0,1
taylorswift,92795426,18,948,Grammy-winning artist 🎵 | New album out now,8098419246,1,0
q7w8e9r0t1y2,3675,5046,1589,investment advisor DM me,220,0,1
surf_with_evan,232081,3,0,NFT investor | crypto tips,336,0,1
nft_dropper_69,4103,6080,4613,earn $500/day 👇,277,0,1
kimkardashian,92993114,316,930,Hollywood actor | Upcoming: Summer Blockbuster 2025,4664380716,1,0
chef_marco,321709,0,0,,953,0,1
mark_adventure,200,5,412,photographer | travel 📷,7482,0,0
q7w8e9r0t1y2,6093,9349,3184,earn $500/day 👇,380,0,1
real_human_01234,33,3480,4,,50,0,1
emma.j,200,5,360,News journalist @NYT,2811,0,0
dev_pete,200,53,414,Developer | Open source enthusiast,7366,0,0
user8374629,1064,8479,1313,promo available 📩,390,0,1
kimkardashian,104768977,392,2244,Professional athlete | Team captain | Brand ambassador,3946386028,1,0
free_follower_bot,3350,7276,869,NFT investor | crypto tips,211,0,1
zz_promo_zz,2187,8640,3711,Get free followers — click bio link,476,0,1
john_doe,200,94,190,Architect | sustainable design,9731,0,0
mike_2023,284,56,42,Musician. Coffee addict. ☕,2145,0,0
follow_back_101,7,7342,4,📈 passive income daily,16,0,1
chris_builds,615,296,422,Artist | Digital creator ✨,8859,0,0
cristiano,96872861,93,885,Fashion icon | Creative Director @LuxuryBrand,1268320987,1,0
john_doe,946,317,493,Fashion designer | PR welcome,11067,0,0
chef_marco,478,214,459,Developer | Open source enthusiast,12260,0,0
nft_dropper_69,172,9165,4,investment advisor DM me,4,0,1
kimkardashian,18528916,349,4612,Oscar-winning director | Production company: @StudioX,1526371547,1,0
crypto_king_9999,1199,5944,3736,NFT investor | crypto tips,273,0,1
emma.j,200,68,248,Medical student | future doctor 🩺,4912,0,0
photo_by_anna,200,8,447,photographer | travel 📷,4653,0,0
chris_builds,200,6,131,Medical student | future doctor 🩺,5615,0,0
surf_with_evan,596,137,327,High school teacher | making STEM fun,24574,0,0
crypto_king_9999,1906,9920,4360,,415,0,1
chef_marco,549,67,185,Chef | Recipe creator 🍳,19101,0,0
jeffbezos,101103613,442,297,Oscar-winning director | Production company: @StudioX,8239991705,1,0
get_rich_88,5879,6616,3360,🔞 link in bio,105,0,1
code_master,200,88,238,Artist | Digital creator ✨,6201,0,0
9182736450,3818,6136,2650,♻️ repost to win $1000,347,0,1
code_master,200,90,20,Architect | sustainable design,3580,0,0
creative_dan,339,13,488,Musician. Coffee addict. ☕,14877,0,0
realmadrid,84796856,101,2884,Grammy-winning artist 🎵 | New album out now,4039189325,1,0
follow_back_101,2,3233,2,btc eth airdrop free coins,24,0,1
follow_back_101,61,8632,2,DM me to grow your account fast,26,0,1
mike_2023,552,119,29,Data scientist | ML researcher,23517,0,0
99882736450,5978,8687,3734,,304,0,1
john_doe,493514,20,7,🔞 link in bio,37,0,1
earn_fast_2024,3851,8597,3422,,426,0,1
lena_captures,425992,41,3,♻️ repost to win $1000,578,0,1
chris_builds,116300,41,6,investment advisor DM me,350,0,1
zz_promo_zz,9541,7958,4272,♻️ repost to win $1000,319,0,1
tradebot_fx,4127,5045,2489,Click link below 💰,335,0,1
botanist_beth,360941,5,1,,692,0,1
surf_with_evan,401383,4,7,,268,0,1
crypto_king_9999,94,8998,2,Click link below 💰,64,0,1
1234567890ab,2600,9816,1935,earn $500/day 👇,8,0,1
1234567890ab,2695,6089,4523,,147,0,1
daniel_f,425883,47,8,🔞 link in bio,145,0,1
chris_builds,200,41,73,Dog lover 🐾 | Hiking | Books,5413,0,0
photo_by_anna,247307,30,1,FREE BTC airdrop → link in bio,279,0,1
tom_techie,219,95,108,Marketing professional | keynote speaker,6655,0,0
tradebot_fx,7360,7403,4912,DM me to grow your account fast,106,0,1
tom_techie,69160,42,4,Real estate investor | DM for passive income secrets,368,0,1
acc29471838,2941,8256,4598,,21,0,1
chris_builds,200,26,282,Wildlife photographer based in Kenya,6486,0,0
tradebot_fx,123,4776,3,,17,0,1
airdrop_winner99,119,3111,3,,8,0,1
daniel_f,1928,419,243,Nurse practitioner | women's health advocate,74902,0,0
acc29471838,46,8929,0,crypto signals ✅ 99% win rate,65,0,1
alex_travel,200,24,80,mom of 3 | foodie 🍕,5296,0,0
alex_travel,390359,0,2,,426,0,1
chef_marco,200,17,275,Nurse practitioner | women's health advocate,8133,0,0
daniel_f,225437,4,9,Real estate investor | DM for passive income secrets,90,0,1
nft_dropper_69,129,8172,3,crypto signals ✅ 99% win rate,93,0,1
journeys_with_kai,200,5,164,Yoga instructor | wellness coach 🧘,1430,0,0
fit_jessica,200,35,420,Traveler | 50+ countries visited ✈️,3038,0,0
botanist_beth,200,19,7,photographer | travel 📷,2763,0,0
fit_jessica,200,42,247,Freelance illustrator | art prints available,4551,0,0
photo_by_anna,2232,1095,479,Retired engineer | amateur astronomer 🔭,103657,0,0
earn_fast_2024,9801,8023,4116,DM me to grow your account fast,373,0,1
code_master,345,36,319,Artist | Digital creator ✨,2426,0,0
alex_travel,2895,1020,475,Wildlife photographer based in Kenya,84968,0,0
acc29471838,4446,8634,4784,🔞 link in bio,155,0,1
a8f7d3k9p2,71,9640,2,,70,0,1
grace_beauty,200,98,112,Musician. Coffee addict. ☕,5581,0,0
chris_builds,425,160,197,Yoga instructor | wellness coach 🧘,5054,0,0
alex_travel,711,309,16,Artist | Digital creator ✨,24636,0,0
nft_dropper_69,9540,8126,1736,,227,0,1
surf_with_evan,875,118,368,mom of 3 | foodie 🍕,26423,0,0
earn_fast_2024,103,7832,0,,2,0,1
real_human_01234,6041,8309,616,Click link below 💰,119,0,1
a8f7d3k9p2,6468,6634,2330,,132,0,1
kyliejenner,111594022,298,3459,Hollywood actor | Upcoming: Summer Blockbuster 2025,3554259361,1,0
the_real_sam,295,17,373,Dog lover 🐾 | Hiking | Books,13024,0,0
q7w8e9r0t1y2,7657,9561,1767,NFT investor | crypto tips,371,0,1
photo_by_anna,200,82,315,Blogger | Lifestyle & wellness,1493,0,0
chef_marco,460,107,296,Fashion designer | PR welcome,6988,0,0
chef_marco,200,39,185,Musician. Coffee addict. ☕,4451,0,0
