username,followers,following,tweets,bio,is_verified,listed_count,has_profile_pic,label
natgeo621,30708,63,188,Fan account. Not official.,0,0,1,1
mindful_maya,333,587,100,Environmental activist 🌱,0,368,1,0
99882736450,40,4619,24,📈 passive income daily,0,0,0,1
john_doe,382206,18,6,,0,0,0,1
botanist_beth,102688,20,5,NFT investor | crypto tips,0,0,0,1
mike_2023,3033288,3719,18602,Chef | Recipe creator 🍳,0,28858,1,0
beyonce874,44611,92,99,Fan account. Not official.,0,0,1,1
justinbieber,102666433,290,27413,CEO @Fortune500 | Author | Speaker,1,319042,1,0
the_real_sam,132,233,209,High school teacher | making STEM fun,0,641,1,0
real_human_01234,74,4755,44,♻️ repost to win $1000,0,0,1,1
paul_runs,379,247,1474,Gaming streamer | Twitch partner 🎮,0,438,1,0
everyday_elena,316149,39,15,Get free followers — click bio link,0,0,0,1
1234567890ab,1068,3613,274254,promo available 📩,0,0,1,1
journeys_with_kai,50,33,146,software engineer @ Google,0,923,1,0
jeffbezos,179091127,1451,55671,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,216914,1,0
mike_2023,50,28,457,Yoga instructor | wellness coach 🧘,0,464,1,0
airdrop_winner99,40,3551,7,Real estate investor | DM for passive income secrets,0,0,0,1
mark_adventure,50,124,100,High school teacher | making STEM fun,0,311,1,0
mark_adventure,368697,37,9,promo available 📩,0,0,1,1
9182736450,4124,3094,411992,Get free followers — click bio link,0,0,1,1
dev_pete,146,176,179,Podcaster | interviewing founders,0,820,1,0
kyliejenner341,159822,88,118,Fan account. Not official.,0,0,1,1
mindful_maya,572,1071,485,Dance teacher | choreographer,0,124,1,0
surf_with_evan,110,65,207,Blogger | Lifestyle & wellness,0,828,1,0
b.scott.official,4733883,3825,30395,Marketing professional | keynote speaker,0,4938,1,0
kyliejenner431,423875,89,105,Fan account. Not official.,0,0,1,1
bot_account_7,629,4392,251167,,0,0,1,1
daniel_f,50,98,182,Chef | Recipe creator 🍳,0,157,1,0
daniel_f,287,72,101,UX designer @Meta,0,156,1,0
grace_beauty,50,50,100,Medical student | future doctor 🩺,0,104,1,0
mike_2023,50,54,206,Entrepreneur | Founder @startup,0,444,1,0
q7w8e9r0t1y2,4609,3556,414907,NFT investor | crypto tips,0,0,1,1
oprah,53194942,1159,63674,Professional athlete | Team captain | Brand ambassador,1,293643,1,0
dev_pete,152,368,149,Data scientist | ML researcher,0,303,1,0
creative_dan,884901,2153,2607,Dance teacher | choreographer,0,9309,1,0
acc29471838,3231,3395,107858,,0,0,1,1
surf_with_evan,95213,14,7,♻️ repost to win $1000,0,0,0,1
alex_travel,77,84,100,Freelance illustrator | art prints available,0,230,1,0
jeffbezos892,145835,67,184,Fan account. Not official.,0,0,1,1
justinbieber629,373769,37,43,Fan account. Not official.,0,0,1,1
fit_jessica,50,14,100,Musician. Coffee addict. ☕,0,5,1,0
sarah_smith,50,44,276,Teacher & lifelong learner 📚,0,244,1,0
justinbieber739,92448,47,152,Fan account. Not official.,0,0,1,1
earn_fast_2024,88,3812,37,earn $500/day 👇,0,0,0,1
nasa502,178841,48,196,Fan account. Not official.,0,0,1,1
fcbarcelona594,229184,47,127,Fan account. Not official.,0,0,1,1
b.scott.official,208378,0,11,Get free followers — click bio link,0,0,1,1
the_real_sam,375,927,100,fitness coach 💪 DM for plans,0,966,1,0
mindful_maya,3769577,2583,39481,Artist | Digital creator ✨,0,41330,1,0
the_real_sam,71,108,100,Dog lover 🐾 | Hiking | Books,0,369,1,0
9182736450,55,3048,0,promo available 📩,0,0,1,1
cristiano682,171963,29,198,Fan account. Not official.,0,0,1,1
surf_with_evan,42421,39,16,,0,0,0,1
mike_2023,50,113,100,Architect | sustainable design,0,907,1,0
99882736450,84,3920,43,promo available 📩,0,0,0,1
botanist_beth,4376488,2481,14910,Chef | Recipe creator 🍳,0,21348,1,0
mark_adventure,197222,16,6,Get free followers — click bio link,0,0,1,1
lisa_writes,58681,27,14,NFT investor | crypto tips,0,0,0,1
dev_pete,104607,25,10,,0,0,0,1
follow_back_101,58,4183,17,crypto signals ✅ 99% win rate,0,0,0,1
crypto_king_9999,61,3294,23,DM me to grow your account fast,0,0,0,1
code_master,205051,10,16,crypto signals ✅ 99% win rate,0,0,1,1
everyday_elena,88,71,100,High school teacher | making STEM fun,0,899,1,0
amy_joy,50,86,387,Retired engineer | amateur astronomer 🔭,0,204,1,0
kyliejenner,74964707,1663,38288,International supermodel | Agency: IMG Models,1,371378,1,0
real_human_01234,136,3476,273861,,0,0,1,1
lena_captures,50,48,133,Musician. Coffee addict. ☕,0,433,1,0
therock,64671310,847,56480,Official account. For business: manager@agency.com,1,268837,1,0
grace_beauty,35379,45,15,🔞 link in bio,0,0,0,1
9182736450,1342,3423,163398,FREE BTC airdrop → link in bio,0,0,1,1
justinbieber,185639367,144,80674,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,26808,1,0
arianagrande439,495308,7,110,Fan account. Not official.,0,0,1,1
natgeo145,218382,56,149,Fan account. Not official.,0,0,1,1
nft_dropper_69,1585,4935,155276,DM me to grow your account fast,0,0,1,1
free_followers_now,628,4646,415787,NFT investor | crypto tips,0,0,1,1
99882736450,58,3754,19,NFT investor | crypto tips,0,0,0,1
taylorswift751,66107,25,53,Fan account. Not official.,0,0,1,1
chris_builds,109672,38,14,btc eth airdrop free coins,0,0,0,1
natgeo820,459368,7,70,Fan account. Not official.,0,0,1,1
acc29471838,25,3657,21,♻️ repost to win $1000,0,0,0,1
follow_back_101,4101,4114,316757,DM me to grow your account fast,0,0,1,1
dev_pete,50,27,100,Artist | Digital creator ✨,0,922,1,0
natgeo,108183711,1457,71610,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,219142,1,0
amy_joy,201384,38,12,NFT investor | crypto tips,0,0,0,1
kimkardashian314,61455,22,24,Fan account. Not official.,0,0,1,1
tim_cook539,224480,52,107,Fan account. Not official.,0,0,1,1
code_master,2527042,2252,23566,Musician. Coffee addict. ☕,0,48955,1,0
tradebot_fx,3200,3982,198959,,0,0,1,1
cristiano469,223224,19,164,Fan account. Not official.,0,0,1,1
nike397,418568,90,96,Fan account. Not official.,0,0,1,1
journeys_with_kai,53,28,298,News journalist @NYT,0,407,1,0
chef_marco,269330,20,12,crypto signals ✅ 99% win rate,0,0,1,1
bot_account_7,1355,3232,192077,,0,0,1,1
surf_with_evan,130160,14,7,Real estate investor | DM for passive income secrets,0,0,1,1
free_followers_now,670,3800,354909,Click link below 💰,0,0,1,1
journeys_with_kai,4728988,695,42026,Entrepreneur | Founder @startup,0,13748,1,0
creative_dan,50,109,152,Blogger | Lifestyle & wellness,0,135,1,0
99882736450,71,3913,26,,0,0,0,1
q7w8e9r0t1y2,791,4680,229455,promo available 📩,0,0,1,1
nike170,439571,22,97,Fan account. Not official.,0,0,1,1
justinbieber,172970879,1537,93888,CEO @Fortune500 | Author | Speaker,1,173684,1,0
emma.j,144,167,736,Artist | Digital creator ✨,0,280,1,0
fit_jessica,189095,46,12,btc eth airdrop free coins,0,0,0,1
journeys_with_kai,50,110,100,Wildlife photographer based in Kenya,0,236,1,0
nina_art,50,18,100,Freelance illustrator | art prints available,0,296,1,0
jeffbezos423,356480,7,58,Fan account. Not official.,0,0,1,1
xXx_profit_xXx,16,4170,23,investment advisor DM me,0,0,0,1
surf_with_evan,85540,3,14,investment advisor DM me,0,0,1,1
nft_dropper_69,4712,4616,485674,,0,0,1,1
get_rich_88,2216,4643,65502,📈 passive income daily,0,0,1,1
beyonce,168758624,1039,18534,Grammy-winning artist 🎵 | New album out now,1,489183,1,0
q7w8e9r0t1y2,49,4459,16,promo available 📩,0,0,0,1
kyliejenner862,115625,96,142,Fan account. Not official.,0,0,1,1
99882736450,4374,3767,80235,📈 passive income daily,0,0,1,1
99882736450,396,4117,83714,♻️ repost to win $1000,0,0,1,1
mindful_maya,50,74,100,Nurse practitioner | women's health advocate,0,289,1,0
tom_techie,123,163,105,Entrepreneur | Founder @startup,0,680,1,0
chris_builds,50,87,100,Traveler | 50+ countries visited ✈️,0,552,1,0
john_doe,167194,44,1,🔞 link in bio,0,0,0,1
airdrop_winner99,2778,4032,174217,Real estate investor | DM for passive income secrets,0,0,1,1
chris_builds,463350,0,3,Real estate investor | DM for passive income secrets,0,0,0,1
journeys_with_kai,92,159,601,Nurse practitioner | women's health advocate,0,241,1,0
tradebot_fx,1,4452,42,Get free followers — click bio link,0,0,1,1
selenagomez564,415985,54,179,Fan account. Not official.,0,0,1,1
mindful_maya,108,29,178,Retired engineer | amateur astronomer 🔭,0,170,1,0
real_human_01234,2,4387,39,,0,0,1,1
the_real_sam,102,133,159,UX designer @Meta,0,627,1,0
chef_marco,392020,810,14554,Chef | Recipe creator 🍳,0,27465,1,0
tradebot_fx,1394,4036,273253,🔞 link in bio,0,0,1,1
chris_builds,420393,12,14,,0,0,0,1
free_follower_bot,4827,4525,295631,promo available 📩,0,0,1,1
oprah,131544644,915,76817,Nobel Peace Prize laureate | Activist,1,403585,1,0
journeys_with_kai,59,103,100,Podcaster | interviewing founders,0,418,1,0
free_followers_now,4210,3653,353024,,0,0,1,1
mark_adventure,50,64,100,UX designer @Meta,0,18,1,0
neymarjr,50279427,1906,83344,Grammy-winning artist 🎵 | New album out now,1,346497,1,0
9182736450,91,3261,3,,0,0,0,1
bot_account_7,2029,3716,204095,📈 passive income daily,0,0,1,1
jeffbezos553,262382,98,110,Fan account. Not official.,0,0,1,1
grace_beauty,50,120,136,Wildlife photographer based in Kenya,0,741,1,0
creative_dan,135,54,100,software engineer @ Google,0,424,1,0
chris_builds,50,55,115,Marketing professional | keynote speaker,0,107,1,0
xXx_profit_xXx,148,3907,253492,🔞 link in bio,0,0,1,1
arianagrande289,391172,77,174,Fan account. Not official.,0,0,1,1
everyday_elena,158341,43,17,,0,0,1,1
daniel_f,50,14,280,software engineer @ Google,0,672,1,0
justinbieber,16536029,1650,40583,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,437393,1,0
real_human_01234,84,4052,22,,0,0,1,1
grace_beauty,223834,42,7,btc eth airdrop free coins,0,0,0,1
tim_cook740,75085,56,150,Fan account. Not official.,0,0,1,1
crypto_king_9999,21,4638,41,FREE BTC airdrop → link in bio,0,0,0,1
earn_fast_2024,31,3900,25,,0,0,1,1
john_doe,228,338,198,Developer | Open source enthusiast,0,689,1,0
code_master,50,14,175,Medical student | future doctor 🩺,0,412,1,0
realmadrid,180305770,1982,95691,International supermodel | Agency: IMG Models,1,478584,1,0
nina_art,4739898,1984,47246,Data scientist | ML researcher,1,8695,1,0
selenagomez826,413280,6,69,Fan account. Not official.,0,0,1,1
tradebot_fx,3681,4594,332390,,0,0,1,1
fit_jessica,4643152,323,13124,Gaming streamer | Twitch partner 🎮,1,45748,1,0
nina_art,69,67,133,Marketing professional | keynote speaker,0,146,1,0
amy_joy,50,57,217,Musician. Coffee addict. ☕,0,292,1,0
tim_cook308,252369,85,41,Fan account. Not official.,0,0,1,1
journeys_with_kai,50,17,138,Marketing professional | keynote speaker,0,681,1,0
code_master,101,65,100,Wildlife photographer based in Kenya,0,686,1,0
tim_cook,169080696,426,99062,Grammy-winning artist 🎵 | New album out now,1,144932,1,0
sarah_smith,2499880,2901,43003,Marketing professional | keynote speaker,0,34363,1,0
grace_beauty,640905,2873,37629,High school teacher | making STEM fun,0,42865,1,0
airdrop_winner99,779,4472,80837,earn $500/day 👇,0,0,1,1
lena_captures,50,79,100,Gaming streamer | Twitch partner 🎮,0,747,1,0
mike_2023,176,433,100,Architect | sustainable design,0,955,1,0
dev_pete,50,90,192,fitness coach 💪 DM for plans,0,608,1,0
fit_jessica,50,90,144,mom of 3 | foodie 🍕,0,444,1,0
fcbarcelona66,334387,9,177,Fan account. Not official.,0,0,1,1
natgeo,113996583,546,26128,Official account. For business: manager@agency.com,1,45463,1,0
botanist_beth,50,26,138,Architect | sustainable design,0,969,1,0
paul_runs,50,89,100,High school teacher | making STEM fun,0,29,1,0
nft_dropper_69,4050,3042,86782,,0,0,1,1
lisa_writes,50,121,655,Dance teacher | choreographer,0,494,1,0
everyday_elena,50,67,156,Dog lover 🐾 | Hiking | Books,0,778,1,0
code_master,142,143,100,Artist | Digital creator ✨,0,758,1,0
fit_jessica,228798,48,8,,0,0,0,1
elonmusk196,100183,50,124,Fan account. Not official.,0,0,1,1
alex_travel,210723,38,11,Get free followers — click bio link,0,0,0,1
daniel_f,50,108,100,Environmental activist 🌱,0,629,1,0
oprah407,451078,72,100,Fan account. Not official.,0,0,1,1
photo_by_anna,50,75,100,UX designer @Meta,0,680,1,0
paul_runs,50,91,100,Dog lover 🐾 | Hiking | Books,0,346,1,0
journeys_with_kai,166,74,133,photographer | travel 📷,0,111,1,0
botanist_beth,178821,22,6,follow for follow back,0,0,1,1
neymarjr76,99572,78,20,Fan account. Not official.,0,0,1,1
xXx_profit_xXx,674,3306,84742,btc eth airdrop free coins,0,0,1,1
chef_marco,151399,30,16,NFT investor | crypto tips,0,0,1,1
acc29471838,2370,4897,232250,btc eth airdrop free coins,0,0,1,1
surf_with_evan,50,67,101,Medical student | future doctor 🩺,0,987,1,0
dev_pete,72413,49,19,,0,0,0,1
john_doe,203,321,100,UX designer @Meta,0,268,1,0
jeffbezos732,408820,51,61,Fan account. Not official.,0,0,1,1
lena_captures,50,13,100,Environmental activist 🌱,0,480,1,0
amy_joy,50,76,100,Dog lover 🐾 | Hiking | Books,0,703,1,0
acc29471838,23,3340,46,,0,0,0,1
chef_marco,258846,48,6,DM me to grow your account fast,0,0,1,1
99882736450,823,3292,286920,Click link below 💰,0,0,1,1
mark_adventure,3104461,1983,39125,Teacher & lifelong learner 📚,0,37314,1,0
jeffbezos,171776023,543,33119,Professional athlete | Team captain | Brand ambassador,1,370662,1,0
tim_cook322,208500,44,124,Fan account. Not official.,0,0,1,1
botanist_beth,79,54,100,UX designer @Meta,0,935,1,0
nike412,284029,59,169,Fan account. Not official.,0,0,1,1
b.scott.official,50,10,100,Teacher & lifelong learner 📚,0,241,1,0
user8374629,69,4212,1,investment advisor DM me,0,0,0,1
therock475,386354,80,50,Fan account. Not official.,0,0,1,1
grace_beauty,50,64,100,fitness coach 💪 DM for plans,0,509,1,0
cristiano,174475853,127,49165,Professional athlete | Team captain | Brand ambassador,1,380023,1,0
mindful_maya,52,129,120,Dance teacher | choreographer,0,119,1,0
chris_builds,3836540,3326,22325,Entrepreneur | Founder @startup,0,25462,1,0
therock,132767431,1285,74584,Professional athlete | Team captain | Brand ambassador,1,442549,1,0
alex_travel,50,37,100,Dance teacher | choreographer,0,854,1,0
9182736450,2209,3796,299884,btc eth airdrop free coins,0,0,1,1
alex_travel,143,81,288,Data scientist | ML researcher,0,793,1,0
fit_jessica,50,57,537,Marketing professional | keynote speaker,0,781,1,0
john_doe,836275,425,7695,Retired engineer | amateur astronomer 🔭,0,4948,1,0
nike,69395307,312,33513,World #1 tennis player 🎾 | Foundation: @AidFundation,1,75362,1,0
tim_cook,146682315,1384,81895,Nobel Peace Prize laureate | Activist,1,158558,1,0
9182736450,827,3370,189042,crypto signals ✅ 99% win rate,0,0,1,1
emma.j,3630684,1220,49268,Chef | Recipe creator 🍳,0,48278,1,0
daniel_f,3170936,3170,38503,Traveler | 50+ countries visited ✈️,0,39882,1,0
selenagomez71,132463,90,123,Fan account. Not official.,0,0,1,1
alex_travel,50,65,157,Medical student | future doctor 🩺,0,79,1,0
nina_art,50,112,100,Blogger | Lifestyle & wellness,0,428,1,0
mike_2023,403718,23,8,Get free followers — click bio link,0,0,0,1
chef_marco,56,19,100,Dog lover 🐾 | Hiking | Books,0,658,1,0
realmadrid323,317973,71,81,Fan account. Not official.,0,0,1,1
airdrop_winner99,58,3418,37,follow for follow back,0,0,1,1
99882736450,77,3097,26,,0,0,1,1
xXx_profit_xXx,2155,4900,213415,,0,0,1,1
earn_fast_2024,45,4430,33,,0,0,1,1
mark_adventure,50,115,1708,Gaming streamer | Twitch partner 🎮,0,781,1,0
acc29471838,4454,4871,466178,DM me to grow your account fast,0,0,1,1
nft_dropper_69,1017,3663,468751,Real estate investor | DM for passive income secrets,0,0,1,1
lena_captures,124779,10,16,Click link below 💰,0,0,0,1
alex_travel,441604,41,1,,0,0,0,1
tim_cook416,17496,34,147,Fan account. Not official.,0,0,1,1
the_real_sam,1586042,4989,46742,Wildlife photographer based in Kenya,0,46406,1,0
lisa_writes,381235,4671,4028,Freelance illustrator | art prints available,1,1263,1,0
a8f7d3k9p2,2397,3995,488842,promo available 📩,0,0,1,1
earn_fast_2024,8,3805,28,NFT investor | crypto tips,0,0,1,1
surf_with_evan,172,237,100,UX designer @Meta,0,649,1,0
john_doe,183120,37,8,,0,0,0,1
arianagrande501,179345,94,151,Fan account. Not official.,0,0,1,1
zz_promo_zz,24,4719,1,,0,0,0,1
chef_marco,529,761,100,Artist | Digital creator ✨,0,725,1,0
get_rich_88,32,4791,22,Click link below 💰,0,0,1,1
acc29471838,47,3593,48,♻️ repost to win $1000,0,0,1,1
justinbieber,145031847,947,66923,Fashion icon | Creative Director @LuxuryBrand,1,283517,1,0
real_human_01234,87,4907,8,Click link below 💰,0,0,0,1
kimkardashian902,272402,5,169,Fan account. Not official.,0,0,1,1
follow_back_101,73,3021,35,🔞 link in bio,0,0,1,1
sarah_smith,65,76,122,Dance teacher | choreographer,0,479,1,0
user8374629,1745,3231,268521,FREE BTC airdrop → link in bio,0,0,1,1
cristiano,87972944,1787,30454,Iconic musician 🎸 | 40+ years on stage,1,86835,1,0
chef_marco,306383,35,10,FREE BTC airdrop → link in bio,0,0,1,1
tom_techie,50,61,100,News journalist @NYT,0,179,1,0
journeys_with_kai,55075,43,7,NFT investor | crypto tips,0,0,1,1
mindful_maya,372464,46,12,♻️ repost to win $1000,0,0,0,1
daniel_f,323,357,175,Fashion designer | PR welcome,0,988,1,0
natgeo,173474004,742,69290,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,320437,1,0
justinbieber649,157667,73,105,Fan account. Not official.,0,0,1,1
fit_jessica,65,69,2759,Wildlife photographer based in Kenya,0,358,1,0
paul_runs,2887921,239,15711,Chef | Recipe creator 🍳,0,43750,1,0
acc29471838,419,4035,61273,,0,0,1,1
botanist_beth,260,647,336,Blogger | Lifestyle & wellness,0,816,1,0
emma.j,50,24,100,News journalist @NYT,0,543,1,0
nina_art,110,92,100,Developer | Open source enthusiast,0,410,1,0
john_doe,107,144,100,Artist | Digital creator ✨,0,4,1,0
lisa_writes,50,15,318,Chef | Recipe creator 🍳,0,170,1,0
oprah,21298642,1864,10120,Professional athlete | Team captain | Brand ambassador,1,338123,1,0
fit_jessica,50,79,100,Entrepreneur | Founder @startup,0,778,1,0
xXx_profit_xXx,48,4848,18,📈 passive income daily,0,0,0,1
therock501,23888,61,127,Fan account. Not official.,0,0,1,1
chris_builds,4085786,2555,43156,mom of 3 | foodie 🍕,0,2498,1,0
therock988,236690,27,179,Fan account. Not official.,0,0,1,1
journeys_with_kai,3596591,1576,20340,Artist | Digital creator ✨,0,23191,1,0
amy_joy,181,314,100,fitness coach 💪 DM for plans,0,473,1,0
acc29471838,73,4907,28,,0,0,1,1
lisa_writes,406,123,100,Medical student | future doctor 🩺,0,206,1,0
neymarjr,124810773,1869,51749,Grammy-winning artist 🎵 | New album out now,1,370945,1,0
amy_joy,50,124,100,Medical student | future doctor 🩺,0,317,1,0
everyday_elena,50,36,100,Fashion designer | PR welcome,0,609,1,0
mike_2023,50,116,156,software engineer @ Google,0,696,1,0
nina_art,57883,8,7,btc eth airdrop free coins,0,0,1,1
cristiano,37870381,1446,7495,Nobel Peace Prize laureate | Activist,1,183115,1,0
sarah_smith,367,552,147,Teacher & lifelong learner 📚,0,407,1,0
the_real_sam,176,72,100,Entrepreneur | Founder @startup,0,456,1,0
nina_art,4388132,968,43765,High school teacher | making STEM fun,0,30716,1,0
surf_with_evan,51,58,100,Traveler | 50+ countries visited ✈️,0,364,1,0
amy_joy,50,63,304,Dance teacher | choreographer,0,81,1,0
code_master,50,62,719,Musician. Coffee addict. ☕,0,921,1,0
b.scott.official,474875,49,0,follow for follow back,0,0,0,1
photo_by_anna,3383228,486,46872,Dog lover 🐾 | Hiking | Books,0,1311,1,0
a8f7d3k9p2,67,4995,39,investment advisor DM me,0,0,0,1
cristiano,87992653,1969,62323,Grammy-winning artist 🎵 | New album out now,1,177442,1,0
photo_by_anna,383914,25,15,🔞 link in bio,0,0,1,1
mike_2023,56143,26,13,🔞 link in bio,0,0,1,1
grace_beauty,50,49,283,Dance teacher | choreographer,0,173,1,0
everyday_elena,148,306,327,Chef | Recipe creator 🍳,0,228,1,0
b.scott.official,50,26,100,Marketing professional | keynote speaker,0,995,1,0
emma.j,195,109,190,UX designer @Meta,0,592,1,0
jeffbezos481,265737,19,50,Fan account. Not official.,0,0,1,1
elonmusk,22028257,1663,42406,Oscar-winning director | Production company: @StudioX,1,150241,1,0
creative_dan,113,117,100,Traveler | 50+ countries visited ✈️,0,673,1,0
earn_fast_2024,235,3376,90582,Click link below 💰,0,0,1,1
lisa_writes,188,269,100,Traveler | 50+ countries visited ✈️,0,299,1,0
code_master,130087,16,12,,0,0,0,1
alex_travel,344140,28,9,,0,0,1,1
selenagomez,161820990,1343,26515,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,480398,1,0
cristiano886,384903,53,49,Fan account. Not official.,0,0,1,1
user8374629,48,3478,33,🔞 link in bio,0,0,1,1
taylorswift937,483238,62,59,Fan account. Not official.,0,0,1,1
chris_builds,50,14,1411,Podcaster | interviewing founders,0,245,1,0
arianagrande,132450317,283,44051,Nobel Peace Prize laureate | Activist,1,261883,1,0
taylorswift623,458078,67,29,Fan account. Not official.,0,0,1,1
get_rich_88,3731,3544,260948,DM me to grow your account fast,0,0,1,1
q7w8e9r0t1y2,1540,3973,104529,NFT investor | crypto tips,0,0,1,1
chris_builds,58648,6,12,promo available 📩,0,0,1,1
fit_jessica,336,713,278,software engineer @ Google,0,647,1,0
elonmusk99,315023,47,157,Fan account. Not official.,0,0,1,1
paul_runs,50,50,169,Marketing professional | keynote speaker,0,634,1,0
beyonce475,347970,45,84,Fan account. Not official.,0,0,1,1
crypto_king_9999,90,4373,12,,0,0,0,1
the_real_sam,3988774,4984,7309,Yoga instructor | wellness coach 🧘,0,7196,1,0
realmadrid867,235875,21,41,Fan account. Not official.,0,0,1,1
nasa995,436521,20,105,Fan account. Not official.,0,0,1,1
9182736450,910,4920,123724,earn $500/day 👇,0,0,1,1
alex_travel,3497675,1581,31392,Traveler | 50+ countries visited ✈️,1,28081,1,0
user8374629,304,3826,307600,follow for follow back,0,0,1,1
daniel_f,141069,35,13,crypto signals ✅ 99% win rate,0,0,0,1
1234567890ab,2806,3713,452479,📈 passive income daily,0,0,1,1
selenagomez,36597144,1646,96031,Official account. For business: manager@agency.com,1,341443,1,0
99882736450,3759,4254,209346,Click link below 💰,0,0,1,1
daniel_f,50,102,100,Podcaster | interviewing founders,0,933,1,0
tradebot_fx,54,4614,10,earn $500/day 👇,0,0,0,1
alex_travel,208015,26,15,investment advisor DM me,0,0,0,1
lisa_writes,4482252,3844,7664,Dog lover 🐾 | Hiking | Books,1,38379,1,0
get_rich_88,43,4706,43,,0,0,1,1
justinbieber129,14614,55,124,Fan account. Not official.,0,0,1,1
a8f7d3k9p2,1017,3757,490421,Real estate investor | DM for passive income secrets,0,0,1,1
creative_dan,156,312,100,Artist | Digital creator ✨,0,779,1,0
journeys_with_kai,161,195,481,Wildlife photographer based in Kenya,0,362,1,0
q7w8e9r0t1y2,66,3382,36,,0,0,1,1
chef_marco,91,143,100,Architect | sustainable design,0,42,1,0
alex_travel,50,31,120,Freelance illustrator | art prints available,0,999,1,0
john_doe,3361828,3484,40167,Entrepreneur | Founder @startup,1,9396,1,0
photo_by_anna,50,31,100,Developer | Open source enthusiast,0,119,1,0
alex_travel,50,109,100,Dance teacher | choreographer,0,447,1,0
paul_runs,50,115,164,Architect | sustainable design,0,978,1,0
tom_techie,123,71,192,Dance teacher | choreographer,0,335,1,0
journeys_with_kai,298637,48,15,,0,0,0,1
9182736450,3443,4525,140718,Real estate investor | DM for passive income secrets,0,0,1,1
earn_fast_2024,34,4695,10,btc eth airdrop free coins,0,0,1,1
amy_joy,327546,34,15,btc eth airdrop free coins,0,0,1,1
user8374629,2155,4414,158894,Click link below 💰,0,0,1,1
q7w8e9r0t1y2,1187,3666,69321,promo available 📩,0,0,1,1
chris_builds,50,123,100,Environmental activist 🌱,0,544,1,0
get_rich_88,20,4922,0,investment advisor DM me,0,0,1,1
code_master,101,56,129,Medical student | future doctor 🩺,0,187,1,0
free_followers_now,8,4548,16,btc eth airdrop free coins,0,0,0,1
photo_by_anna,185,133,100,Traveler | 50+ countries visited ✈️,0,567,1,0
xXx_profit_xXx,2567,4019,279145,investment advisor DM me,0,0,1,1
oprah383,56540,70,188,Fan account. Not official.,0,0,1,1
lena_captures,146,279,249,photographer | travel 📷,0,654,1,0
journeys_with_kai,112106,30,17,btc eth airdrop free coins,0,0,0,1
mark_adventure,154,361,100,Developer | Open source enthusiast,0,285,1,0
crypto_king_9999,46,3640,21,,0,0,1,1
acc29471838,4908,3951,220148,NFT investor | crypto tips,0,0,1,1
grace_beauty,357101,13,14,,0,0,1,1
daniel_f,319491,33,3,📈 passive income daily,0,0,0,1
nasa,159427423,247,59393,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,136891,1,0
daniel_f,50,63,100,photographer | travel 📷,0,88,1,0
lena_captures,482872,10,15,,0,0,0,1
creative_dan,312,91,100,Architect | sustainable design,0,398,1,0
amy_joy,50,99,100,Nurse practitioner | women's health advocate,0,214,1,0
emma.j,1766706,2745,2183,Medical student | future doctor 🩺,0,45685,1,0
john_doe,50,81,100,Podcaster | interviewing founders,0,176,1,0
get_rich_88,52,4936,2,Click link below 💰,0,0,1,1
grace_beauty,75,116,328,Freelance illustrator | art prints available,0,611,1,0
mindful_maya,50,111,100,Fashion designer | PR welcome,0,651,1,0
1234567890ab,206,4195,490576,,0,0,1,1
code_master,399603,31,10,follow for follow back,0,0,1,1
nft_dropper_69,3405,3088,229856,,0,0,1,1
b.scott.official,50,23,204,Teacher & lifelong learner 📚,0,77,1,0
mark_adventure,100,79,104,Dance teacher | choreographer,0,18,1,0
john_doe,66808,14,19,,0,0,1,1
nft_dropper_69,2970,3552,351445,investment advisor DM me,0,0,1,1
neymarjr,45635066,102,52568,Iconic musician 🎸 | 40+ years on stage,1,395093,1,0
billgates,166404384,468,39962,International supermodel | Agency: IMG Models,1,482723,1,0
botanist_beth,429925,15,16,,0,0,0,1
the_real_sam,4586035,3482,35688,Dog lover 🐾 | Hiking | Books,0,36614,1,0
taylorswift269,244527,73,31,Fan account. Not official.,0,0,1,1
amy_joy,1851089,1190,27371,mom of 3 | foodie 🍕,0,19491,1,0
earn_fast_2024,3006,3911,335897,earn $500/day 👇,0,0,1,1
taylorswift,141914908,1975,5596,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,139423,1,0
surf_with_evan,50,36,100,Artist | Digital creator ✨,0,20,1,0
chef_marco,50,41,100,Podcaster | interviewing founders,0,539,1,0
real_human_01234,3779,4448,366829,,0,0,1,1
amy_joy,166,361,563,Marketing professional | keynote speaker,0,13,1,0
crypto_king_9999,3600,4687,449361,♻️ repost to win $1000,0,0,1,1
selenagomez,105807759,1252,64776,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,235659,1,0
realmadrid17,251592,60,182,Fan account. Not official.,0,0,1,1
photo_by_anna,146545,18,13,earn $500/day 👇,0,0,0,1
justinbieber423,108705,58,192,Fan account. Not official.,0,0,1,1
emma.j,50,42,100,Blogger | Lifestyle & wellness,0,38,1,0
